Driver,Year,Round,LapNumber,Time,Distance,Speed,nGear,Throttle,Brake,DRS,RPM
11,2024,1,40.0,0 days 00:00:16.739000,958.1483333333335,227.0,5,100.0,False,0,11685.0
11,2024,1,40.0,0 days 00:00:16.997000,974.8774153373813,231.69091141818183,5,100.0,False,0,11066.386056727273
11,2024,1,40.0,0 days 00:00:17.179000,986.8705555555556,235.0,6,100.0,False,0,10630.0
11,2024,1,40.0,0 days 00:00:17.337000,997.3882470845615,238.9500032,6,100.0,False,0,10763.51010816
11,2024,1,40.0,0 days 00:00:17.379000,1000.2038888888891,240.0,6,100.0,False,0,10799.0
11,2024,1,40.0,0 days 00:00:17.557000,1012.2379364508787,242.9666688,6,100.0,False,0,10937.6917664
11,2024,1,40.0,0 days 00:00:17.619000,1016.4705555555556,244.0,6,100.0,False,0,10986.0
11,2024,1,40.0,0 days 00:00:17.776000,1027.2869159992133,246.6094219362964,6,100.0,False,0,11071.241116585683
11,2024,1,40.0,0 days 00:00:17.957000,1039.922621492026,249.61773165522112,6,100.0,False,0,11169.51256740389
11,2024,1,40.0,0 days 00:00:17.980000,1041.5400000000002,250.0,6,100.0,False,0,11182.0
11,2024,1,40.0,0 days 00:00:18.157000,1054.07535590542,252.65500288,6,100.0,False,0,11309.88263872
11,2024,1,40.0,0 days 00:00:18.337000,1066.9178561973013,255.35500288,6,100.0,False,0,11439.93263872
11,2024,1,40.0,0 days 00:00:18.380000,1069.9844444444445,256.0,6,100.0,False,0,11471.0
11,2024,1,40.0,0 days 00:00:18.540000,1081.4066666666668,257.0,6,100.0,False,0,11497.0
11,2024,1,40.0,0 days 00:00:18.577000,1084.0624641204245,257.4625024,6,100.0,False,0,11370.120174933334
11,2024,1,40.0,0 days 00:00:18.780000,1098.7400000000002,260.0,6,100.0,False,0,10674.0
11,2024,1,40.0,0 days 00:00:18.897000,1107.2561365631652,260.9750016,6,100.0,False,0,10631.0999296
11,2024,1,40.0,0 days 00:00:19.140000,1125.0400000000002,263.0,7,100.0,False,0,10542.0
11,2024,1,40.0,0 days 00:00:19.217000,1130.6912778582355,263.77000192,7,100.0,False,0,10578.96009216
11,2024,1,40.0,0 days 00:00:19.340000,1139.7622222222224,265.0,7,100.0,False,0,10638.0
11,2024,1,40.0,0 days 00:00:19.579000,1157.6208333333336,269.0,7,100.0,False,0,10648.0
11,2024,1,40.0,0 days 00:00:19.617000,1160.4596393809925,269.0,7,100.0,False,0,10669.6125728
11,2024,1,40.0,0 days 00:00:19.739000,1169.5763888888891,269.0,7,100.0,False,0,10739.0
11,2024,1,40.0,0 days 00:00:19.917000,1183.0022016395192,271.2250016,7,100.0,False,0,10814.6500544
11,2024,1,40.0,0 days 00:00:19.979000,1187.7097222222224,272.0,7,100.0,False,0,10841.0
11,2024,1,40.0,0 days 00:00:20.077000,1195.1798710442845,273.2250016,7,100.0,False,0,10887.958394666666
11,2024,1,40.0,0 days 00:00:20.219000,1206.0430555555558,275.0,7,100.0,False,0,10956.0
11,2024,1,40.0,0 days 00:00:20.257000,1208.9515055042025,275.13571474285715,7,100.0,False,0,10956.678573714285
11,2024,1,40.0,0 days 00:00:20.499000,1227.5097222222223,276.0,7,100.0,False,0,10961.0
11,2024,1,40.0,0 days 00:00:20.697000,1242.7993975148945,277.98000128,7,100.0,False,0,11026.340042240001
11,2024,1,40.0,0 days 00:00:20.699000,1242.9541666666669,278.0,7,100.0,False,0,11027.0
11,2024,1,40.0,0 days 00:00:20.837000,1253.6462522084844,278.5750005333333,7,100.0,False,0,11117.275083733333
11,2024,1,40.0,0 days 00:00:20.939000,1261.5541666666668,279.0,7,100.0,False,0,11184.0
11,2024,1,40.0,0 days 00:00:21.037000,1269.1494278765992,279.0,7,100.0,False,0,11138.6749408
11,2024,1,40.0,0 days 00:00:21.099000,1273.9541666666669,279.0,7,100.0,False,0,11110.0
11,2024,1,40.0,0 days 00:00:21.299000,1289.4541666666669,279.0,7,100.0,False,0,11052.0
11,2024,1,40.0,0 days 00:00:21.357000,1293.9490974217654,279.0,7,100.0,False,0,11065.291696
11,2024,1,40.0,0 days 00:00:21.539000,1308.054166666667,279.0,7,100.0,False,0,11107.0
11,2024,1,40.0,0 days 00:00:21.637000,1315.6503820444996,279.0,7,100.0,False,0,11088.86997632
11,2024,1,40.0,0 days 00:00:21.739000,1323.554166666667,279.0,7,100.0,False,0,11070.0
11,2024,1,40.0,0 days 00:00:21.857000,1332.690786825222,279.0,7,100.0,False,0,11042.26996992
11,2024,1,40.0,0 days 00:00:21.939000,1339.054166666667,279.0,7,100.0,False,0,11023.0
11,2024,1,40.0,0 days 00:00:22.097000,1351.3597609172155,279.79000064,7,100.0,False,0,11055.39002624
11,2024,1,40.0,0 days 00:00:22.139000,1354.6097222222224,280.0,7,100.0,False,0,11064.0
11,2024,1,40.0,0 days 00:00:22.357000,1371.2110753710817,273.33888497777775,7,39.444408888888894,False,0,10721.255354311112
11,2024,1,40.0,0 days 00:00:22.499000,1381.5097222222223,269.0,7,0.0,True,0,10498.0
11,2024,1,40.0,0 days 00:00:22.597000,1388.287699860252,259.8999881142857,7,0.0,True,0,10310.049754514286
11,2024,1,40.0,0 days 00:00:22.779000,1400.4097222222224,243.0,7,0.0,True,0,9961.0
11,2024,1,40.0,0 days 00:00:22.857000,1405.5681760270147,239.93570925714286,7,0.0,True,0,9851.7998208
11,2024,1,40.0,0 days 00:00:23.017000,1415.9039400478005,233.64999497142858,7,0.0,True,0,9627.7998208
11,2024,1,40.0,0 days 00:00:23.059000,1418.4541666666669,232.0,7,0.0,True,0,9569.0
11,2024,1,40.0,0 days 00:00:23.237000,1428.4525510373956,207.5249824,7,0.0,True,0,9428.083232
11,2024,1,40.0,0 days 00:00:23.299000,1431.7208333333335,199.0,7,0.0,True,0,9379.0
11,2024,1,40.0,0 days 00:00:23.577000,1445.3188352998664,176.1642752,7,0.0,True,0,10292.428992
11,2024,1,40.0,0 days 00:00:23.579000,1445.4097222222224,176.0,7,0.0,True,0,10299.0
11,2024,1,40.0,0 days 00:00:24.017000,1463.539488205461,149.12271941818182,7,0.0,True,0,8700.2995328
11,2024,1,40.0,0 days 00:00:24.019000,1463.6208333333334,149.0,4,0.0,True,0,8693.0
11,2024,1,40.0,0 days 00:00:24.296000,1474.784924245879,145.0428544,4,0.0,True,0,7997.5316608
11,2024,1,40.0,0 days 00:00:24.299000,1474.8986111111112,145.0,4,0.0,True,0,7990.0
11,2024,1,40.0,0 days 00:00:24.537000,1483.2966086901552,130.91276220067533,4,0.0,True,0,7446.529194373422
11,2024,1,40.0,0 days 00:00:24.620000,1486.1336111111113,126.0,4,0.0,True,0,7257.0
11,2024,1,40.0,0 days 00:00:24.777000,1491.5387267038845,124.5281232,4,0.0,True,0,7137.2873536
11,2024,1,40.0,0 days 00:00:24.937000,1496.967279876761,123.0281232,4,0.0,True,0,7015.2873536
11,2024,1,40.0,0 days 00:00:24.940000,1497.0669444444447,123.0,4,0.0,False,0,7013.0
11,2024,1,40.0,0 days 00:00:25.157000,1504.0860424736532,118.2531208,4,0.6781256,False,0,6981.1280968
11,2024,1,40.0,0 days 00:00:25.260000,1507.3780555555559,116.0,4,1.0,False,0,6966.0
11,2024,1,40.0,0 days 00:00:25.577000,1517.5869636539967,116.0,4,31.819463111111112,False,0,7125.380652088889
11,2024,1,40.0,0 days 00:00:25.620000,1518.9780555555558,116.0,4,36.0,False,0,7147.0
11,2024,1,40.0,0 days 00:00:25.757000,1523.4180876223456,116.8562512,4,41.5656328,False,0,7245.468888
11,2024,1,40.0,0 days 00:00:25.937000,1529.3655566114312,117.9812512,4,48.8781328,False,0,7374.843888
11,2024,1,40.0,0 days 00:00:25.940000,1529.4669444444446,118.0,4,49.0,False,0,7377.0
11,2024,1,40.0,0 days 00:00:26.217000,1539.0805621139543,124.07837289963679,4,57.683389856623975,False,0,7734.755662092908
11,2024,1,40.0,0 days 00:00:26.259000,1540.5433333333335,125.0,4,59.0,False,0,7789.0
11,2024,1,40.0,0 days 00:00:26.397000,1545.3315932974879,125.0,4,64.1750048,False,0,8306.50048
11,2024,1,40.0,0 days 00:00:26.419000,1546.0988888888892,125.0,4,65.0,False,0,8389.0
11,2024,1,40.0,0 days 00:00:26.739000,1557.7433333333336,131.0,4,87.0,False,0,8903.0
11,2024,1,40.0,0 days 00:00:26.817000,1560.896173051378,138.41001216,4,90.9000064,False,0,9118.28035328
11,2024,1,40.0,0 days 00:00:26.939000,1566.0766666666668,150.0,4,97.0,False,0,9455.0
11,2024,1,40.0,0 days 00:00:26.957000,1566.859997709139,150.83572022857143,4,97.19285851428572,False,0,9497.493159314286
11,2024,1,40.0,0 days 00:00:27.177000,1576.7968768166747,161.05000594285715,4,99.55000137142858,False,0,10016.850302171428
11,2024,1,40.0,0 days 00:00:27.219000,1578.7544444444447,163.0,4,100.0,False,0,10116.0
11,2024,1,40.0,0 days 00:00:27.377000,1586.26687620822,168.9250048,4,100.0,False,0,10427.391918933334
11,2024,1,40.0,0 days 00:00:27.459000,1590.2211111111114,172.0,4,100.0,False,0,10589.0
11,2024,1,40.0,0 days 00:00:27.577000,1595.9588265704406,174.9500032,4,100.0,False,0,10827.9502592
11,2024,1,40.0,0 days 00:00:27.619000,1598.0433333333337,176.0,4,100.0,False,0,10913.0
11,2024,1,40.0,0 days 00:00:27.777000,1606.1554472212276,183.9000064,4,100.0,False,0,11313.53032448
11,2024,1,40.0,0 days 00:00:27.819000,1608.376666666667,186.0,4,100.0,False,0,11420.0
11,2024,1,40.0,0 days 00:00:27.957000,1615.855344809344,190.83000448,4,100.0,False,0,11108.80971136
11,2024,1,40.0,0 days 00:00:28.219000,1630.5988888888894,200.0,4,100.0,False,0,10518.0
11,2024,1,40.0,0 days 00:00:28.317000,1636.1870622835886,202.94000384,4,100.0,False,0,10611.59012224
11,2024,1,40.0,0 days 00:00:28.419000,1642.0433333333337,206.0,5,100.0,False,0,10709.0
11,2024,1,40.0,0 days 00:00:28.577000,1651.2195735738073,209.16000256,5,100.0,False,0,10952.32019712
11,2024,1,40.0,0 days 00:00:28.619000,1653.7100000000003,210.0,5,100.0,False,0,11017.0
11,2024,1,40.0,0 days 00:00:28.819000,1665.8766666666668,219.0,5,100.0,False,0,11242.0
11,2024,1,40.0,0 days 00:00:28.957000,1674.3424579017917,220.7250016,5,100.0,False,0,11139.3624048
11,2024,1,40.0,0 days 00:00:28.979000,1675.698888888889,221.0,5,100.0,False,0,11123.0
11,2024,1,40.0,0 days 00:00:29.077000,1681.7723874158628,222.2250016,5,100.0,False,0,11284.700211200001
11,2024,1,40.0,0 days 00:00:29.277000,1694.310286602578,224.7250016,5,100.0,False,0,11614.700211200001
11,2024,1,40.0,0 days 00:00:29.299000,1695.698888888889,225.0,5,100.0,False,0,11651.0
11,2024,1,40.0,0 days 00:00:29.537000,1710.8387095696717,228.30555733333333,5,100.0,False,0,11379.2831872
11,2024,1,40.0,0 days 00:00:29.659000,1718.698888888889,230.0,5,100.0,False,0,11240.0
11,2024,1,40.0,0 days 00:00:29.737000,1723.7633701016505,231.62500266666666,5,100.0,False,0,11035.574664533333
11,2024,1,40.0,0 days 00:00:29.899000,1734.3655555555558,235.0,6,100.0,False,0,10611.0
11,2024,1,40.0,0 days 00:00:30.139000,1750.2322222222224,238.0,6,100.0,False,0,10807.0
11,2024,1,40.0,0 days 00:00:30.177000,1752.765283336942,238.38000128,6,98.76499584,False,0,10807.85500288
11,2024,1,40.0,0 days 00:00:30.437000,1770.2399555364373,240.98000128,6,90.31499584,False,0,10813.70500288
11,2024,1,40.0,0 days 00:00:30.539000,1777.1211111111115,242.0,6,87.0,True,0,10816.0
11,2024,1,40.0,0 days 00:00:30.699000,1787.8322222222228,241.0,6,0.0,True,0,10276.0
11,2024,1,40.0,0 days 00:00:30.717000,1789.0029969311136,239.84696662706713,6,0.0,True,0,10233.593994839914
11,2024,1,40.0,0 days 00:00:30.936000,1802.6010201030028,225.81848958143536,6,0.0,True,0,9717.657783495011
11,2024,1,40.0,0 days 00:00:30.980000,1805.2386111111116,223.0,6,0.0,True,0,9614.0
11,2024,1,40.0,0 days 00:00:31.177000,1816.7555037631885,214.2444359111111,6,0.0,True,0,9817.019642311112
11,2024,1,40.0,0 days 00:00:31.340000,1825.9386111111116,207.0,6,0.0,True,0,9985.0
11,2024,1,40.0,0 days 00:00:31.417000,1830.1717735516295,204.0055480888889,6,0.4277788444444445,True,0,9862.227471644444
11,2024,1,40.0,0 days 00:00:31.697000,1845.0817187280313,193.1166592,6,1.9833344000000002,True,0,9415.7830272
11,2024,1,40.0,0 days 00:00:31.700000,1845.2386111111116,193.0,5,2.0,True,0,9411.0
11,2024,1,40.0,0 days 00:00:31.837000,1852.3463998392085,189.0857088,5,4.446432,True,0,9319.9927296
11,2024,1,40.0,0 days 00:00:31.980000,1859.6275000000005,185.0,5,7.0,False,0,9225.0
11,2024,1,40.0,0 days 00:00:32.057000,1863.4817747669003,183.0749952,5,13.095848533333333,False,0,9272.483451733333
11,2024,1,40.0,0 days 00:00:32.220000,1871.5608333333337,179.0,5,26.0,False,0,9373.0
11,2024,1,40.0,0 days 00:00:32.377000,1879.3966636587488,179.78500096,5,52.69003264,False,0,9316.47993088
11,2024,1,40.0,0 days 00:00:32.420000,1881.560833333334,180.0,5,60.0,False,0,9301.0
11,2024,1,40.0,0 days 00:00:32.660000,1893.7608333333337,183.0,5,85.0,False,0,9693.0
11,2024,1,40.0,0 days 00:00:32.797000,1900.7406168340976,183.86163608085087,5,97.92454121276329,False,0,9854.987583199967
11,2024,1,40.0,0 days 00:00:32.819000,1901.8875000000007,184.0,5,100.0,False,0,9881.0
11,2024,1,40.0,0 days 00:00:33.077000,1916.0220449082497,195.2875056,5,100.0,False,0,10275.2564456
11,2024,1,40.0,0 days 00:00:33.139000,1919.4875000000006,198.0,5,100.0,False,0,10370.0
11,2024,1,40.0,0 days 00:00:33.257000,1926.0924866005557,200.9500032,5,100.0,False,0,10594.2002432
11,2024,1,40.0,0 days 00:00:33.299000,1928.4652777777783,202.0,5,100.0,False,0,10674.0
11,2024,1,40.0,0 days 00:00:33.459000,1937.620833333334,206.0,5,82.0,False,0,10906.0
11,2024,1,40.0,0 days 00:00:33.617000,1946.6456555524273,206.0,5,71.72999168,False,0,10842.00994816
11,2024,1,40.0,0 days 00:00:33.659000,1949.0652777777782,206.0,5,69.0,False,0,10825.0
11,2024,1,40.0,0 days 00:00:33.899000,1963.131944444445,211.0,5,69.0,False,0,10945.0
11,2024,1,40.0,0 days 00:00:33.917000,1964.194414442631,211.19285851428572,5,69.83572022857143,False,0,10949.0500288
11,2024,1,40.0,0 days 00:00:34.077000,1973.6654515076327,212.90714422857144,5,77.26429165714286,False,0,10985.0500288
11,2024,1,40.0,0 days 00:00:34.179000,1979.7763888888896,214.0,5,82.0,False,0,11008.0
11,2024,1,40.0,0 days 00:00:34.377000,1991.8527859435994,218.2428598857143,5,94.72857965714286,False,0,11269.643026285714
11,2024,1,40.0,0 days 00:00:34.459000,1996.8875000000007,220.0,5,100.0,False,0,11378.0
11,2024,1,40.0,0 days 00:00:34.637000,2007.8242581672055,221.4833344,5,100.0,False,0,11629.1779584
11,2024,1,40.0,0 days 00:00:34.819000,2019.1875000000007,223.0,5,100.0,False,0,11886.0
11,2024,1,40.0,0 days 00:00:35.017000,2031.9565674768414,228.44500352,5,100.0,False,0,11293.48461696
11,2024,1,40.0,0 days 00:00:35.217000,2045.0566758037655,233.94500352,5,100.0,False,0,10694.98461696
11,2024,1,40.0,0 days 00:00:35.219000,2045.1875000000007,234.0,6,100.0,False,0,10689.0
11,2024,1,40.0,0 days 00:00:35.497000,2063.4106574862294,235.9857152,6,100.0,False,0,10675.0999936
11,2024,1,40.0,0 days 00:00:35.499000,2063.5430555555563,236.0,6,100.0,False,0,10675.0
11,2024,1,40.0,0 days 00:00:35.817000,2084.847918278428,239.9750016,6,20.49996800000001,False,0,10455.57991168
11,2024,1,40.0,0 days 00:00:35.899000,2090.320833333334,241.0,6,0.0,True,0,10399.0
11,2024,1,40.0,0 days 00:00:36.099000,2103.431944444445,236.0,6,0.0,True,0,10092.0
11,2024,1,40.0,0 days 00:00:36.237000,2111.963834135334,227.02999168,6,0.0,True,0,9813.92974208
11,2024,1,40.0,0 days 00:00:36.499000,2126.7652777777785,210.0,6,0.0,True,0,9286.0
11,2024,1,40.0,0 days 00:00:36.677000,2135.6935966054434,189.02141348571428,6,0.0,True,0,9245.9499712
11,2024,1,40.0,0 days 00:00:36.779000,2140.5319444444453,177.0,6,0.0,True,0,9223.0
11,2024,1,40.0,0 days 00:00:36.997000,2150.4290262367513,166.781244,6,0.0,True,0,9743.4753056
11,2024,1,40.0,0 days 00:00:37.099000,2154.931944444445,162.0,4,0.0,True,0,9987.0
11,2024,1,40.0,0 days 00:00:37.197000,2159.207822384471,157.7124944,4,0.0,True,0,10159.7252256
11,2024,1,40.0,0 days 00:00:37.259000,2161.820833333334,155.0,3,0.0,True,0,10269.0
11,2024,1,40.0,0 days 00:00:37.419000,2168.1319444444453,142.0,3,0.0,True,0,9323.0
11,2024,1,40.0,0 days 00:00:37.476000,2170.311913981994,139.521740927897,3,0.0,True,0,9213.248526806869
11,2024,1,40.0,0 days 00:00:37.580000,2174.169444444445,135.0,3,0.0,True,0,9013.0
11,2024,1,40.0,0 days 00:00:37.737000,2179.4756507075026,126.2777671111111,3,0.0,True,0,8431.22706631111
11,2024,1,40.0,0 days 00:00:37.937000,2185.5806851846473,115.166656,3,0.0,True,0,7690.1159552
11,2024,1,40.0,0 days 00:00:37.940000,2185.669444444445,115.0,3,0.0,True,0,7679.0
11,2024,1,40.0,0 days 00:00:38.100000,2190.2916666666674,104.0,3,0.0,True,0,7193.0
11,2024,1,40.0,0 days 00:00:38.237000,2194.097052088794,101.0642816,3,0.0,True,0,7053.0640896
11,2024,1,40.0,0 days 00:00:38.380000,2197.9138888888897,98.0,3,0.0,True,0,6907.0
11,2024,1,40.0,0 days 00:00:38.537000,2201.909858274332,93.51428022857142,3,0.0,True,0,6488.706631314286
11,2024,1,40.0,0 days 00:00:38.660000,2204.9138888888897,90.0,3,0.0,True,0,6161.0
11,2024,1,40.0,0 days 00:00:38.817000,2208.6055746860097,86.0749952,3,0.0,True,0,5916.995534933333
11,2024,1,40.0,0 days 00:00:38.900000,2210.5138888888896,84.0,3,0.0,True,0,5788.0
11,2024,1,40.0,0 days 00:00:39.137000,2215.8475726402116,81.0374976,3,0.0,True,0,5405.8371904
11,2024,1,40.0,0 days 00:00:39.140000,2215.9138888888897,81.0,3,0.0,False,0,5401.0
11,2024,1,40.0,0 days 00:00:39.337000,2220.1989693519586,78.5374976,3,0.0,False,0,5430.5500288
11,2024,1,40.0,0 days 00:00:39.380000,2221.1138888888895,78.0,3,0.0,False,0,5437.0
11,2024,1,40.0,0 days 00:00:39.497000,2223.5642367946966,77.02228269240643,3,6.844021153155004,False,0,5507.721551915935
11,2024,1,40.0,0 days 00:00:39.677000,2227.283203868394,75.51810468758022,3,17.373267186938442,False,0,5616.523760931697
11,2024,1,40.0,0 days 00:00:39.739000,2228.593055555556,75.0,3,21.0,False,0,5654.0
11,2024,1,40.0,0 days 00:00:39.937000,2232.8792836341804,77.4750016,3,22.65000106666667,False,0,5687.825021866666
11,2024,1,40.0,0 days 00:00:39.979000,2233.793055555556,78.0,3,23.0,False,0,5695.0
11,2024,1,40.0,0 days 00:00:40.219000,2239.0597222222227,79.0,3,32.0,False,0,6043.0
11,2024,1,40.0,0 days 00:00:40.379000,2242.793055555556,84.0,3,40.0,False,0,6250.0
11,2024,1,40.0,0 days 00:00:40.417000,2243.6976159237124,84.63333546666667,3,40.79166933333333,False,0,6337.241960533333
11,2024,1,40.0,0 days 00:00:40.617000,2248.608375719217,87.9666688,3,44.958336,False,0,6796.4086272
11,2024,1,40.0,0 days 00:00:40.619000,2248.6597222222226,88.0,3,45.0,False,0,6801.0
11,2024,1,40.0,0 days 00:00:40.837000,2254.5570632936133,94.54000384,3,51.54000384,False,0,7221.19524672
11,2024,1,40.0,0 days 00:00:41.019000,2259.7708333333335,100.0,3,57.0,False,0,7572.0
11,2024,1,40.0,0 days 00:00:41.237000,2266.2052342907145,105.4500032,3,65.56429074285714,False,0,8151.2574829714285
11,2024,1,40.0,0 days 00:00:41.297000,2268.0316884637377,106.9500032,3,67.9214336,False,0,8310.6860544
11,2024,1,40.0,0 days 00:00:41.299000,2268.0930555555556,107.0,3,68.0,False,0,8316.0
11,2024,1,40.0,0 days 00:00:41.499000,2274.426388888889,114.0,3,77.0,False,0,8735.0
11,2024,1,40.0,0 days 00:00:41.657000,2279.8321761941756,120.14444942222222,3,87.09445262222222,False,0,9273.955992177778
11,2024,1,40.0,0 days 00:00:41.859000,2287.2263888888892,128.0,3,100.0,False,0,9963.0
11,2024,1,40.0,0 days 00:00:41.957000,2290.9733717806607,132.9000064,3,100.0,False,0,10232.99035264
11,2024,1,40.0,0 days 00:00:42.059000,2294.8930555555557,138.0,3,100.0,False,0,10514.0
11,2024,1,40.0,0 days 00:00:42.217000,2300.945797437657,138.0,3,100.0,False,0,11158.8380224
11,2024,1,40.0,0 days 00:00:42.219000,2301.0263888888894,138.0,3,100.0,False,0,11167.0
11,2024,1,40.0,0 days 00:00:42.497000,2313.4375948939237,158.8500096,3,100.0,False,0,10222.6683152
11,2024,1,40.0,0 days 00:00:42.539000,2315.4263888888895,162.0,3,100.0,False,0,10080.0
11,2024,1,40.0,0 days 00:00:42.779000,2327.0930555555565,175.0,4,100.0,False,0,10783.0
11,2024,1,40.0,0 days 00:00:42.837000,2329.980677751364,176.65714651428573,4,100.0,False,0,10906.043128685715
11,2024,1,40.0,0 days 00:00:43.059000,2341.3263888888896,183.0,4,100.0,False,0,11377.0
11,2024,1,40.0,0 days 00:00:43.077000,2342.27395779607,184.125008,4,100.0,False,0,11345.499776
11,2024,1,40.0,0 days 00:00:43.219000,2349.9041666666676,193.0,4,100.0,False,0,11097.0
11,2024,1,40.0,0 days 00:00:43.317000,2355.3327932403836,195.94000384,4,100.0,False,0,10997.7748704
11,2024,1,40.0,0 days 00:00:43.477000,2364.4638235339366,200.74000383999999,4,100.0,False,0,10835.7748704
11,2024,1,40.0,0 days 00:00:43.619000,2372.6819444444454,205.0,5,100.0,False,0,10692.0
11,2024,1,40.0,0 days 00:00:43.897000,2388.974379102054,210.9571456,5,100.0,False,0,10862.7715072
11,2024,1,40.0,0 days 00:00:43.899000,2389.0930555555565,211.0,5,100.0,False,0,10864.0
11,2024,1,40.0,0 days 00:00:44.100000,2401.1530555555564,216.0,5,100.0,False,0,11200.0
11,2024,1,40.0,0 days 00:00:44.217000,2408.3142567905697,218.39318574545456,5,100.0,False,0,11326.307025454546
11,2024,1,40.0,0 days 00:00:44.397000,2419.543282640467,222.07500392727272,5,100.0,False,0,11520.625207272727
11,2024,1,40.0,0 days 00:00:44.540000,2428.6530555555564,225.0,5,100.0,False,0,11675.0
11,2024,1,40.0,0 days 00:00:44.737000,2441.4510453461025,232.3875072,5,100.0,False,0,11867.896021333334
11,2024,1,40.0,0 days 00:00:44.780000,2444.2530555555563,234.0,5,100.0,False,0,11910.0
11,2024,1,40.0,0 days 00:00:45.137000,2467.554671549793,234.9916672,5,100.0,False,0,10600.0076288
11,2024,1,40.0,0 days 00:00:45.140000,2467.7530555555563,235.0,6,100.0,False,0,10589.0
11,2024,1,40.0,0 days 00:00:45.177000,2470.2050035808534,235.71944817777776,6,100.0,False,0,10616.339030755556
11,2024,1,40.0,0 days 00:00:45.500000,2491.953055555556,242.0,6,100.0,False,0,10855.0
11,2024,1,40.0,0 days 00:00:45.557000,2495.8353144950374,242.57000192,6,100.0,False,0,10884.64009984
11,2024,1,40.0,0 days 00:00:45.837000,2515.001237340247,245.37000192,6,100.0,False,0,11030.24009984
11,2024,1,40.0,0 days 00:00:45.900000,2519.286388888889,246.0,6,100.0,False,0,11063.0
11,2024,1,40.0,0 days 00:00:46.057000,2529.8935376686113,244.81954761791718,6,60.6515872639058,False,0,10877.668976012996
11,2024,1,40.0,0 days 00:00:46.257000,2543.367237668831,243.3157884606254,6,10.526282020846992,False,0,10641.57878831819
11,2024,1,40.0,0 days 00:00:46.299000,2546.218888888889,243.0,6,0.0,True,0,10592.0
11,2024,1,40.0,0 days 00:00:46.459000,2557.0188888888893,243.0,6,0.0,True,0,10226.0
11,2024,1,40.0,0 days 00:00:46.497000,2559.470840213284,240.03124,6,0.0,True,0,10134.3246912
11,2024,1,40.0,0 days 00:00:46.717000,2572.744851954903,222.84374,6,0.0,True,0,9603.5746912
11,2024,1,40.0,0 days 00:00:46.779000,2576.396666666667,218.0,6,0.0,True,0,9454.0
11,2024,1,40.0,0 days 00:00:46.897000,2583.328953115134,212.8374944,6,0.0,True,0,9542.500096
11,2024,1,40.0,0 days 00:00:46.939000,2585.7744444444447,211.0,6,0.0,True,0,9574.0
11,2024,1,40.0,0 days 00:00:47.337000,2607.784042444803,199.05999616,6,0.0,True,0,10414.7752704
11,2024,1,40.0,0 days 00:00:47.339000,2607.8855555555556,199.0,5,0.0,True,0,10419.0
11,2024,1,40.0,0 days 00:00:47.539000,2617.496666666667,173.0,4,0.0,True,0,9753.0
11,2024,1,40.0,0 days 00:00:47.557000,2618.310926224512,171.49998933333333,4,0.0,True,0,9824.1005056
11,2024,1,40.0,0 days 00:00:47.779000,2627.696666666667,153.0,4,0.0,True,0,10701.0
11,2024,1,40.0,0 days 00:00:47.957000,2634.43712874548,139.6499904,4,0.0,True,0,9911.8660992
11,2024,1,40.0,0 days 00:00:48.019000,2636.696666666667,135.0,3,0.0,True,0,9637.0
11,2024,1,40.0,0 days 00:00:48.117000,2640.217426609666,131.49999542857142,3,0.0,True,0,9217.699452342857
11,2024,1,40.0,0 days 00:00:48.299000,2646.4188888888893,125.0,3,0.0,True,0,8439.0
11,2024,1,40.0,0 days 00:00:48.317000,2646.990497523247,123.84284891428571,3,0.0,True,0,8383.263889371428
11,2024,1,40.0,0 days 00:00:48.537000,2653.5005365607026,109.69999177142857,3,0.0,True,0,7702.049603657143
11,2024,1,40.0,0 days 00:00:48.579000,2654.7411111111114,107.0,3,0.0,True,0,7572.0
11,2024,1,40.0,0 days 00:00:48.757000,2660.1003984452645,107.0,3,0.0,True,0,7042.4496192
11,2024,1,40.0,0 days 00:00:48.819000,2661.8744444444446,107.0,3,0.0,True,0,6858.0
11,2024,1,40.0,0 days 00:00:49.197000,2671.0848940176775,89.818176,3,0.0,True,0,5886.3678528
11,2024,1,40.0,0 days 00:00:49.259000,2672.507777777778,87.0,3,0.0,True,0,5727.0
11,2024,1,40.0,0 days 00:00:49.357000,2674.7589103324035,84.5499968,3,0.0,True,0,5677.01993472
11,2024,1,40.0,0 days 00:00:49.459000,2677.0633333333335,82.0,3,0.0,True,0,5625.0
11,2024,1,40.0,0 days 00:00:49.577000,2679.627375761763,79.63999744,3,0.0,True,0,5425.57978368
11,2024,1,40.0,0 days 00:00:49.659000,2681.3966666666665,78.0,3,0.0,False,0,5287.0
11,2024,1,40.0,0 days 00:00:49.899000,2686.5966666666664,78.0,3,0.0,False,0,5189.0
11,2024,1,40.0,0 days 00:00:50.077000,2690.127281697355,73.5499968,3,7.6285769142857145,False,0,5221.421451885714
11,2024,1,40.0,0 days 00:00:50.179000,2692.1188888888887,71.0,3,12.0,False,0,5240.0
11,2024,1,40.0,0 days 00:00:50.457000,2697.735183233448,72.7375008,3,22.4250048,False,0,5617.906424
11,2024,1,40.0,0 days 00:00:50.499000,2698.6077777777778,73.0,3,24.0,False,0,5675.0
11,2024,1,40.0,0 days 00:00:50.656000,2701.9193367492485,75.34328719388249,3,27.124382925176654,False,0,5908.547623656955
